Metric                 Value
---------------------  -----
startingCapital        3333 
finalCapital           3059 
profit                 -274 
profitPct              -8   
growth                 1    
totalTrades            5    
barCount               2    
maxDrawdown            -325 
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        -1   
averageProfitPerTrade  -55  
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    5    
averageLosingTrade     -1   
expectedValue          0    
