Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           560  
profit                 34   
profitPct              6    
growth                 1    
totalTrades            3    
barCount               4    
maxDrawdown            -18  
maxDrawdownPct         -3   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        2    
averageProfitPerTrade  11   
numWinningTrades       1    
numLosingTrades        2    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
